Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Javier Llabrés;Mallorca;ESP;MF,FW;21;15;178;1;1;0;0.6;0.3;0.51;0.51;0.0;0.32;0.16;La Liga;7;3.54;1.52;67.1;79.3;65.4;55.6;-0.3;0.0;0.07;0.07;0.2;0.2;7.13;0.27;66.7;3.54;0.00;40.0;0.67;2.5;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.4;3.13;4.67;1.53;1.13;0.33;50.13;9.93;0.02;0.33;0.0;0.07;0.07;0.07;0.17;0.73;0.33;0.0;0.13;-1.9;0.15;33
Pablo Maffeo;Mallorca;ESP;DF;26;21;1433;0;0;2;0.6;0.7;0.0;0.0;0.13;0.03;0.04;La Liga;9;0.57;0.19;61.8;83.9;65.8;32.7;1.3;1.05;0.57;0.48;2.14;1.1;35.81;0.71;44.1;2.06;0.30;55.4;0.86;19.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;17.24;27.9;7.95;7.14;1.76;302.76;131.81;0.04;0.43;1.52;0.43;0.38;1.9;0.9;3.76;1.05;0.95;1.48;-18.4;-0.87;33
Omar Mascarell;Mallorca;ESP;MF;31;25;1452;0;0;0;0.4;0.0;0.0;0.0;0.0;0.02;0.0;La Liga;6;0.37;0.00;82.0;86.6;88.8;65.4;0.0;0.6;0.92;1.16;2.4;1.12;34.36;0.28;77.8;0.87;0.06;54.7;0.92;16.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;23.36;28.48;9.8;10.44;2.8;438.12;110.96;0.01;0.12;2.36;0.2;0.0;2.4;0.66;3.68;1.2;0.52;1.16;-16.200000000000003;-0.64;33
Manu Morlanes;Mallorca;ESP;MF;25;31;1393;0;0;1;0.8;1.8;0.0;0.0;0.06;0.05;0.11;La Liga;10;0.65;0.19;81.9;88.3;87.5;64.6;-0.8;0.74;0.35;0.45;1.68;0.58;26.39;0.65;83.3;2.71;0.13;55.2;1.00;20.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;18.19;22.23;9.45;6.32;1.65;292.06;82.61;0.06;0.45;2.19;0.45;0.1;3.03;0.65;3.55;0.42;0.68;0.52;-19.5;-0.6;33
Vedat Muriqi;Mallorca;KVX;FW;30;26;2121;6;5;2;8.8;2.4;0.25;0.21;0.08;0.37;0.1;La Liga;54;2.29;0.85;61.2;66.1;64.7;60.5;-0.4;0.19;0.42;0.23;0.62;1.0;33.62;0.42;47.8;2.04;0.13;53.3;0.85;30.4;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-2.8000000000000007;14.15;23.12;7.88;4.23;0.88;206.69;36.69;0.07;1.23;1.58;0.5;0.08;1.46;1.17;2.69;1.5;1.54;5.23;-21.599999999999998;-0.7999999999999999;33
Matija Nastasić;Mallorca;SRB;DF;31;25;2168;2;2;0;1.0;0.6;0.08;0.08;0.0;0.04;0.02;La Liga;8;0.33;0.08;79.6;88.6;85.6;58.7;-0.6;0.68;1.32;1.08;2.48;4.48;48.08;0.0;0;0.87;0.00;62.3;1.00;30.9;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;1.0;30.2;37.96;9.32;15.68;4.88;633.04;251.68;0.03;0.2;2.32;0.32;0.08;2.44;1.24;3.44;1.24;0.28;1.72;-29.9;-1.2;33
Abdón Prats;Mallorca;ESP;FW,MF;31;30;1113;6;6;1;3.0;2.3;0.49;0.49;0.08;0.25;0.19;La Liga;29;2.35;0.89;55.2;66.7;58.8;52.4;-1.3;0.1;0.17;0.07;0.2;0.4;11.4;0.27;50.0;1.70;0.24;40.9;0.90;14.4;0;0;0;0;0;0;0.0;0;0.0;0.0;1.83;3.0;4.07;7.37;2.2;1.33;0.37;63.3;14.37;0.04;0.4;0.4;0.23;0.0;0.77;0.48;0.93;0.53;0.47;1.27;-11.4;-0.22999999999999998;33
Nemanja Radonjić;Mallorca;SRB;MF,DF;28;9;275;0;0;0;1.5;0.4;0.0;0.0;0.0;0.48;0.15;La Liga;9;2.95;2.29;66.7;72.1;74.1;50.0;-0.4;0.11;0.22;0.33;0.67;0.22;15.56;1.89;63.0;4.91;0.33;75.0;1.00;2.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.5;6.44;9.67;3.44;2.22;0.56;105.78;29.56;0.03;0.44;0.56;0.33;0.22;1.0;0.24;0.78;0.11;0.44;0.33;-0.7000000000000002;0.24;33
Antonio Raillo;Mallorca;ESP;DF;32;22;1835;3;3;0;1.2;0.8;0.15;0.15;0.0;0.06;0.04;La Liga;25;1.23;0.44;84.9;87.3;90.2;68.5;-0.8;0.86;1.68;1.41;2.45;3.59;53.23;0.0;0.0;0.74;0.15;66.7;1.00;21.4;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;1.8;36.41;42.86;12.55;19.77;3.86;709.09;266.45;0.03;0.14;2.05;0.05;0.0;2.73;0.97;4.0;1.14;0.36;4.73;-20.2;-0.9099999999999999;33
Predrag Rajković;Mallorca;SRB;GK;28;33;2970;0;0;0;0.0;0.2;0.0;0.0;0.0;0.0;0.01;La Liga;0;0.00;0.00;58.6;100.0;97.0;44.6;-0.2;0.03;0.0;0.0;0.06;0.39;36.61;0.09;100.0;0.24;0.03;71.4;0.94;39.4;1;39.5;0.27;+0.5;40;1.21;72.3;24.2;3.94;3.25;0.0;0.0;20.18;34.45;1.97;6.91;11.24;778.03;648.3;0.0;0.12;1.3;0.0;0.0;0.0;1.19;1.18;0.03;0.12;0.15;-39.4;-1.19;33
Dani Rodríguez;Mallorca;ESP;MF;35;32;2365;2;2;4;1.3;4.1;0.08;0.08;0.15;0.05;0.16;La Liga;26;0.99;0.15;68.1;84.6;72.2;41.6;-0.1;0.72;1.0;0.41;1.78;0.59;36.84;0.91;40.8;3.27;0.30;29.9;0.94;30.6;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.7;19.19;28.16;9.28;6.75;2.25;325.56;107.53;0.14;1.47;1.88;0.75;0.31;2.94;0.96;4.31;1.78;1.19;0.62;-29.3;-0.9099999999999999;33
Antonio Sánchez;Mallorca;ESP;MF;27;26;1326;3;3;1;2.5;0.8;0.2;0.2;0.07;0.17;0.06;La Liga;22;1.49;0.61;68.4;80.9;76.5;50.0;0.2;0.42;0.88;0.42;1.38;0.46;25.81;0.54;53.8;2.17;0.14;25.0;1.08;15.5;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.5;12.96;18.96;6.69;4.77;1.04;205.15;60.35;0.07;0.46;1.04;0.5;0.23;1.92;0.6;4.12;0.92;0.46;0.23;-13.0;-0.42999999999999994;33
Martin Valjent;Mallorca;SVK;DF;28;25;2079;0;0;1;0.2;0.6;0.0;0.0;0.04;0.01;0.03;La Liga;7;0.30;0.00;79.0;91.3;85.8;46.8;0.4;0.72;0.96;1.04;2.24;4.0;46.2;0.04;33.3;0.82;0.09;63.3;0.80;27.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;29.08;36.8;11.36;14.0;2.96;541.0;216.16;0.02;0.2;1.96;0.12;0.08;1.84;1.09;3.52;1.0;0.36;1.52;-27.0;-1.08;33
Siebe Van Der Heyden;Mallorca;BEL;DF;25;6;286;0;0;0;0.2;0.0;0.0;0.0;0.0;0.05;0.0;La Liga;2;0.63;0.00;69.3;97.1;77.8;30.8;0.0;0.33;0.17;1.17;2.67;2.0;23.0;0.0;0;0.94;0.00;57.1;0.86;4.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;11.67;16.83;5.67;4.67;1.33;206.83;73.0;0.02;0.0;0.17;0.0;0.0;0.17;0.82;1.67;1.33;0.17;1.33;-4.7;-0.7699999999999999;33
Nacho Vidal;Mallorca;ESP;DF;29;5;244;0;0;0;0.3;0.1;0.0;0.0;0.0;0.09;0.05;La Liga;3;1.11;0.74;73.7;91.9;66.7;30.0;-0.1;0.6;0.8;0.6;2.2;0.8;30.6;0.2;25.0;2.21;0.00;66.7;1.60;3.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;17.4;23.6;11.4;4.8;0.6;247.4;96.6;0.06;0.4;0.2;0.6;0.4;1.6;0.78;2.0;1.0;0.4;1.2;-3.6;-0.6900000000000001;33
Miguel Ángel Rubio;Granada;ESP;DF;26;16;1290;1;1;0;0.6;0.1;0.07;0.07;0.0;0.04;0.01;La Liga;6;0.42;0.14;78.4;88.6;86.4;43.6;-0.1;0.56;1.56;1.31;2.31;3.38;47.44;0.25;100.0;0.42;0.07;62.0;1.06;21.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.4;29.69;37.88;9.75;17.12;2.56;574.88;205.06;0.01;0.12;0.94;0.12;0.0;1.19;1.34;3.94;0.94;0.38;2.75;-20.799999999999997;-1.3;33
Matias Arezo;Granada;URU;FW;21;13;338;0;0;0;1.0;0.1;0.0;0.0;0.0;0.24;0.02;La Liga;10;2.66;0.80;60.9;66.7;46.7;71.4;-0.1;0.15;0.31;0.0;0.46;0.31;8.0;0.0;0;0.74;0.00;47.6;0.92;5.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;3.0;4.92;1.85;0.54;0.38;42.0;13.08;0.01;0.15;0.23;0.15;0.08;0.38;0.43;0.69;0.38;0.08;0.77;-4.6;-0.19;33
Augusto Batalla;Granada;ARG;GK;28;16;1440;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;1;0.06;0.00;63.7;100.0;98.9;41.0;0.0;0.0;0.0;0.0;0.0;0.56;41.94;0.12;100.0;0.37;0.00;100.0;0.81;20.2;0;18.8;0.26;-3.2;22;1.37;70.7;18.8;4.69;3.41;0.0;0.0;25.19;39.56;4.25;11.12;9.81;809.06;641.56;0.01;0.06;1.5;0.0;0.0;0.06;1.26;1.44;0.0;0.12;0.19;-20.2;-1.26;33
Adri Bosch;Granada;ESP;DF;22;1;26;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;78.6;85.7;100.0;60.0;0.0;1.0;0.0;0.0;1.0;1.0;17.0;0.0;0;0.00;0.00;0.0;0.00;1.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;11.0;14.0;6.0;2.0;3.0;211.0;61.0;0.0;0.0;2.0;0.0;0.0;1.0;1.6;2.0;0.0;0.0;0.0;-1.6;-1.6;33
Lucas Boyé;Granada;ARG;FW;28;27;2181;5;5;3;4.4;2.3;0.21;0.21;0.12;0.18;0.1;La Liga;45;1.86;0.45;71.9;80.6;71.1;76.7;0.7;0.85;1.26;0.33;2.0;1.56;35.3;1.7;39.3;2.95;0.33;43.0;0.59;34.6;0;0;0;0;0;0;0.0;0;0.0;0.0;2.2;0.5999999999999996;13.67;19.0;8.59;3.37;0.85;190.15;49.26;0.06;0.85;1.41;0.37;0.07;2.07;1.28;3.7;2.48;1.41;1.81;-30.200000000000003;-1.1;33
José Callejón;Granada;ESP;MF,FW;37;22;668;0;0;1;1.0;1.1;0.0;0.0;0.13;0.14;0.15;La Liga;10;1.35;0.54;76.3;90.3;75.0;51.8;-0.1;0.23;0.27;0.14;0.59;0.45;16.64;0.09;28.6;2.69;0.13;43.8;0.82;15.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;10.36;13.59;5.09;3.55;1.32;183.23;52.73;0.05;0.5;0.82;0.5;0.09;1.14;0.7;1.95;0.45;0.77;0.32;-14.3;-0.5599999999999999;33
Álvaro Carreras;Granada;ESP;MF,FW;21;13;475;0;0;0;0.4;0.4;0.0;0.0;0.0;0.07;0.08;La Liga;7;1.33;0.19;76.1;83.3;78.1;60.9;-0.4;0.62;0.38;0.54;1.54;0.69;22.77;0.54;50.0;3.21;0.19;66.7;0.46;7.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;13.0;17.08;7.69;3.85;1.08;199.92;64.85;0.03;0.54;0.77;0.62;0.23;1.08;0.56;2.23;0.46;0.85;0.77;-6.8999999999999995;-0.49000000000000005;33
Theo Corbeanu;Granada;CAN;MF,DF;21;8;137;1;1;0;0.3;0.0;0.66;0.66;0.0;0.18;0.0;La Liga;5;3.28;1.31;66.0;78.9;53.3;60.0;0.0;0.12;0.12;0.12;0.5;0.12;8.75;0.12;20.0;1.79;0.60;100.0;0.25;2.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.7;3.88;5.88;1.88;1.0;0.75;72.12;17.25;0.03;0.0;0.62;0.25;0.25;0.62;0.3;1.38;0.12;0.0;0.12;-2.1;-0.12;33
Víctor Díaz;Granada;ESP;DF,MF;35;4;162;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;63.5;80.0;87.5;35.0;0.0;0.75;0.25;0.25;1.5;2.0;23.25;0.25;100.0;0.56;0.00;75.0;0.75;3.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;11.75;18.5;3.0;7.0;1.75;252.25;89.75;0.0;0.0;0.5;0.0;0.0;0.5;0.88;1.5;0.0;0.0;0.75;-3.5;-0.88;33
Famara Diedhiou;Granada;SEN;FW,MF;31;8;89;0;0;1;0.5;0.2;0.0;0.0;1.01;0.5;0.21;La Liga;5;5.06;3.03;48.8;63.6;33.3;66.7;0.8;0.12;0.0;0.0;0.12;0.25;8.5;0.5;80.0;7.00;2.00;66.7;0.50;2.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;2.5;5.12;1.75;0.38;0.25;34.75;2.75;0.03;0.12;0.0;0.0;0.0;0.0;0.25;0.62;0.75;0.38;1.5;-1.5;0.25;33
Raúl Fernández;Granada;ESP;GK;36;4;280;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;64.5;100.0;95.0;39.3;0.0;0.0;0.0;0.0;0.0;0.25;28.75;0.0;0;0.00;0.00;0;0.75;7.7;1;7.8;0.46;-2.2;11;3.54;35.3;0.0;4.25;1.55;0.0;0.0;17.25;26.75;2.25;9.5;5.5;514.25;382.5;0.0;0.0;0.25;0.0;0.0;0.0;1.93;2.0;0.0;0.0;0.0;-7.7;-1.93;33
André Ferreira;Granada;POR;GK;27;15;1340;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;72.1;97.3;97.7;46.1;0.0;0.0;0.0;0.0;0.0;0.6;36.13;0.0;0;0.13;0.00;87.5;0.33;24.6;1;27.8;0.33;-0.2;29;1.95;66.2;0.0;5.13;2.66;0.0;0.0;23.93;33.2;4.8;11.47;7.47;667.4;483.13;0.0;0.0;0.47;0.0;0.0;0.0;1.64;1.2;0.13;0.13;0.47;-24.6;-1.64;33
Gerard Gumbau;Granada;ESP;MF;29;31;2352;0;0;3;1.6;3.8;0.0;0.0;0.11;0.06;0.14;La Liga;36;1.38;0.34;72.4;85.6;81.9;52.5;-0.8;0.84;0.65;0.71;2.1;0.87;48.58;0.32;55.6;2.74;0.42;44.7;0.58;40.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.6;30.39;41.97;12.68;11.71;5.52;611.06;210.71;0.12;1.13;3.65;0.65;0.16;3.94;1.3;3.61;1.65;0.71;0.55;-38.6;-1.24;33
Martin Hongla;Granada;CMR;MF,DF;26;11;452;0;0;0;0.1;0.0;0.0;0.0;0.0;0.03;0.0;La Liga;3;0.60;0.20;83.3;90.1;89.4;63.2;0.0;0.18;0.45;0.45;0.91;0.91;22.09;0.0;0.0;0.42;0.00;18.2;0.82;8.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;15.91;19.09;5.82;7.64;2.18;301.91;74.0;0.01;0.0;1.36;0.09;0.0;0.91;0.75;3.0;0.55;0.09;0.18;-8.200000000000001;-0.72;33
Kamil Jóźwiak;Granada;POL;MF;26;10;526;0;0;1;0.1;1.2;0.0;0.0;0.17;0.02;0.21;La Liga;3;0.51;0.17;68.6;80.6;68.1;44.4;-0.2;0.8;0.3;0.2;1.3;0.6;18.9;0.7;46.7;2.91;0.34;53.8;0.90;6.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;9.6;14.0;5.4;3.2;0.4;136.4;31.7;0.06;0.5;0.2;0.8;0.1;1.6;0.68;2.9;0.9;1.2;1.4;-6.7;-0.66;33
Wilson Manafá;Granada;POR;DF,MF;29;4;240;0;0;0;0.0;0.3;0.0;0.0;0.0;0.0;0.11;La Liga;1;0.37;0.00;77.0;91.2;78.8;50.0;-0.3;1.0;0.25;0.25;1.75;1.0;41.25;1.5;66.7;0.37;0.00;50.0;0.25;4.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;26.0;33.75;13.0;10.25;2.25;439.0;136.75;0.05;0.25;0.5;0.75;0.25;1.0;1.1;5.0;0.75;0.0;0.5;-4.4;-1.1;33
Faitout Maouassa;Granada;FRA;DF,MF;25;5;170;0;0;1;0.1;0.5;0.0;0.0;0.53;0.06;0.22;La Liga;4;2.12;0.00;54.4;64.7;76.2;17.6;0.5;1.0;1.0;0.2;1.8;0.4;20.6;0.2;50.0;2.39;0.48;75.0;0.80;3.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;8.6;15.8;4.4;3.2;0.6;127.8;62.0;0.08;0.8;0.4;0.2;0.2;1.2;0.64;1.6;0.6;0.6;0.6;-3.1;-0.5800000000000001;33
Óscar Melendo;Granada;ESP;MF,FW;26;23;1049;0;0;0;0.4;0.4;0.0;0.0;0.0;0.04;0.04;La Liga;6;0.51;0.17;80.2;89.1;81.9;66.7;-0.4;0.22;0.57;0.22;0.78;0.17;20.57;0.48;50.0;1.30;0.09;31.6;0.35;18.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;13.17;16.43;6.39;5.13;1.13;213.87;51.7;0.04;0.39;1.35;0.43;0.0;1.61;0.8;2.17;0.52;1.52;0.26;-18.0;-0.76;33
Bruno Méndez;Granada;URU;DF;24;14;1153;1;1;0;0.4;0.1;0.08;0.08;0.0;0.03;0.01;La Liga;6;0.47;0.16;69.9;81.6;76.3;47.0;-0.1;1.0;1.5;1.5;3.64;2.71;45.64;0.43;85.7;0.70;0.00;51.4;0.79;14.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.6;25.21;36.07;8.86;12.21;3.36;481.64;184.79;0.01;0.21;2.07;0.29;0.07;2.14;1.03;3.36;0.71;0.0;1.29;-14.0;-1.0;33
Ignasi Miquel;Granada;ESP;DF;31;33;2902;1;1;1;1.4;1.1;0.03;0.03;0.03;0.04;0.03;La Liga;22;0.68;0.25;81.8;88.9;90.4;50.8;-0.1;0.88;0.82;1.21;2.58;3.88;54.42;0.24;53.3;0.81;0.03;50.5;0.61;50.3;0;0;0;0;0;0;0.0;0;0.0;0.0;8.0;-0.3999999999999999;36.52;44.67;11.61;20.58;4.09;719.42;269.42;0.02;0.3;2.03;0.15;0.0;2.33;1.52;3.91;0.88;0.76;1.61;-48.9;-1.48;33
Carlos Neva;Granada;ESP;DF;27;33;2876;0;0;2;0.1;3.2;0.0;0.0;0.06;0.0;0.1;La Liga;4;0.13;0.00;76.1;90.3;80.0;43.5;-1.2;0.52;1.09;0.64;1.45;2.91;52.52;0.15;31.3;1.13;0.09;50.0;0.61;49.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;34.21;44.97;18.55;12.73;2.45;558.06;227.48;0.04;0.55;1.73;0.7;0.45;2.73;1.48;3.76;0.45;1.21;0.79;-48.9;-1.48;33
Samuel Omorodion;Granada;ESP;FW;20;1;80;1;1;0;0.7;0.0;1.13;1.13;0.0;0.78;0.05;La Liga;3;3.38;2.25;66.7;60.0;100.0;100.0;0.0;1.0;0.0;0.0;1.0;0.0;24.0;0.0;0;2.25;0.00;28.6;0.00;1.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.30000000000000004;10.0;15.0;3.0;4.0;2.0;178.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;1.9;2.0;1.0;3.0;2.0;-1.2;-1.1199999999999999;33
Facundo Pellistri;Granada;URU;MF,FW;22;11;903;2;2;1;1.6;0.5;0.2;0.2;0.1;0.16;0.05;La Liga;12;1.20;0.50;68.9;78.0;78.2;40.0;0.5;1.0;1.36;0.36;2.09;0.55;27.91;0.64;36.8;2.64;0.51;32.0;0.82;11.5;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.3999999999999999;11.91;17.27;7.09;3.91;0.36;158.91;42.82;0.05;0.82;0.09;1.09;0.45;1.64;1.05;3.82;1.27;1.55;0.73;-9.9;-0.89;33
Alberto Perea;Granada;ESP;MF,FW;33;2;2;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;4.87;La Liga;0;0.00;0.00;85.7;100.0;50.0;0;-0.1;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;90.00;0.00;0;1.50;0.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.0;3.5;2.5;0.5;0.0;38.5;14.5;0.0;0.5;0.0;0.5;0.0;1.0;0.45;0.5;0.0;1.0;0.0;-0.9;-0.45;33
Njegoš Petrović;Granada;SRB;MF,FW;24;10;157;0;0;0;0.0;0.1;0.0;0.0;0.0;0.02;0.06;La Liga;2;1.15;0.57;82.7;87.8;89.7;50.0;-0.1;0.2;0.2;0.1;0.6;0.3;10.8;0.3;60.0;2.29;0.00;66.7;0.60;5.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.7;8.1;3.6;2.6;0.4;103.7;30.4;0.01;0.2;0.7;0.1;0.0;0.8;0.54;1.1;0.0;0.1;0.2;-5.4;-0.52;33
Kamil Piątkowski;Granada;POL;DF;23;6;352;0;0;0;0.7;0.0;0.0;0.0;0.0;0.19;0.0;La Liga;3;0.77;0.51;86.5;98.2;93.0;45.5;0.0;1.33;0.5;1.0;3.33;3.5;36.67;0.17;100.0;0.26;0.00;50.0;0.83;6.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;24.5;28.33;9.33;13.33;1.67;456.17;144.83;0.0;0.17;1.0;0.0;0.0;1.17;1.15;2.33;0.5;0.33;1.67;-6.2;-0.96;33
Antonio Puertas;Granada;ESP;MF,FW;32;26;729;0;0;2;2.4;0.6;0.0;0.0;0.25;0.3;0.08;La Liga;17;2.10;0.49;71.7;77.2;70.6;55.0;1.4;0.31;0.19;0.23;0.69;0.15;12.23;0.58;48.4;3.45;0.12;36.1;0.41;14.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-2.4;5.85;8.15;3.0;1.85;0.42;86.31;21.27;0.02;0.38;0.5;0.31;0.12;0.85;0.57;1.12;0.81;0.42;0.5;-12.4;-0.26999999999999996;33
Sergio Ruiz;Granada;ESP;MF;29;31;2203;0;0;4;0.6;1.2;0.0;0.0;0.16;0.02;0.05;La Liga;11;0.45;0.04;84.9;91.1;90.1;63.3;2.8;1.42;0.68;0.81;3.26;1.26;44.1;0.61;44.2;1.70;0.28;50.8;0.66;32.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;30.39;35.81;13.81;13.23;2.45;515.55;151.87;0.05;0.35;1.74;0.65;0.1;2.97;1.05;5.03;1.16;1.84;0.97;-32.1;-1.03;33
Ricard Sánchez;Granada;ESP;DF;24;29;2115;3;3;0;0.7;1.9;0.13;0.13;0.0;0.03;0.08;La Liga;12;0.51;0.21;74.9;86.6;76.7;52.7;-1.9;0.55;0.93;0.41;1.31;2.14;43.14;0.62;54.5;1.53;0.04;54.3;0.48;37.1;0;0;0;0;0;0;0.0;0;0.0;0.0;1.67;2.3;26.38;35.24;14.52;8.86;2.34;434.93;172.52;0.09;0.72;1.83;0.9;0.59;2.52;1.28;3.24;0.9;0.72;0.66;-36.4;-1.25;33
Alberto Soro;Granada;ESP;MF;25;1;8;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.51;La Liga;0;0.00;0.00;100.0;100.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0;0.00;0.00;0.0;3.00;0.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;21.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;1.0;0.0;-0.6;-0.6;33
Raúl Torrente;Granada;ESP;DF;22;14;1035;0;0;0;0.2;0.4;0.0;0.0;0.0;0.01;0.04;La Liga;3;0.26;0.00;79.4;92.3;89.3;43.4;-0.4;1.07;0.93;0.64;2.36;3.79;54.64;0.0;0.0;0.52;0.00;58.6;0.43;17.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;36.36;45.79;12.07;19.64;4.5;742.21;291.64;0.01;0.21;2.29;0.0;0.0;1.86;1.23;3.57;1.0;0.5;1.21;-17.0;-1.22;33
Myrto Uzuni;Granada;ALB;FW;28;33;2368;11;7;1;12.7;2.6;0.42;0.27;0.04;0.49;0.1;La Liga;56;2.13;0.91;77.5;85.7;80.5;61.9;-1.6;0.36;0.58;0.09;0.58;0.21;15.06;0.39;48.1;1.19;0.04;14.7;0.64;39.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.43;-1.6999999999999993;6.7;8.64;4.0;2.12;0.39;98.3;14.55;0.09;0.55;0.3;0.27;0.06;0.52;1.18;1.67;0.76;0.55;0.3;-26.400000000000002;-0.69;33
Jesús Vallejo;Granada;ESP;DF;27;3;108;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;91.8;96.8;97.3;66.7;0.0;0.33;1.0;0.0;1.0;0.33;32.67;0.33;100.0;0.83;0.00;0.0;1.33;3.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;26.0;28.33;10.0;12.0;3.33;513.0;197.67;0.0;0.0;1.33;0.0;0.0;0.67;1.07;2.67;0.67;0.33;0.0;-3.2;-1.07;33
Gonzalo Villar;Granada;ESP;MF;26;31;1644;1;1;3;1.7;1.5;0.05;0.05;0.16;0.09;0.08;La Liga;19;1.04;0.22;82.1;90.8;82.8;64.5;1.5;1.03;1.03;0.19;1.71;0.81;33.61;0.71;52.4;2.40;0.39;63.6;0.55;29.4;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.7;22.26;27.1;12.13;7.45;1.94;355.97;95.16;0.06;0.35;2.0;0.39;0.03;2.0;0.95;4.0;1.32;2.0;0.9;-27.7;-0.86;33
