Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Chuba Akpom;Ajax;ENG;FW,MF;28;23;890;11;11;2;8.1;1.7;1.11;1.11;0.2;0.82;0.17;Eredivisie;36;3.64;1.92;73.6;77.0;81.0;81.8;0.3;0.3;0.26;0.13;0.7;0.52;15.78;0.39;52.9;2.42;0.40;46.8;1.57;15.1;0;0;0;0;0;0;0.0;0;0.0;0.0;1.73;2.9000000000000004;7.04;9.57;4.09;2.22;0.39;104.57;23.0;0.07;0.61;0.7;0.43;0.0;1.43;0.66;1.3;0.43;0.96;1.61;-7.0;0.15999999999999992;31
Jaydon Amauri Banel;Ajax;NED;FW,MF;19;5;93;0;0;1;0.4;0.2;0.0;0.0;0.97;0.44;0.21;Eredivisie;5;4.84;0.00;80.0;91.7;50.0;0;0.8;0.4;0.0;0.0;0.6;0.2;11.4;0.8;57.1;4.89;0.98;100.0;2.60;1.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;6.4;8.0;4.4;0.8;0.0;66.0;3.4;0.0;0.4;0.0;0.0;0.0;0.2;0.22;0.8;0.4;0.8;0.2;-0.7000000000000001;0.22;31
Gastón Ávila;Ajax;ARG;DF;22;5;354;0;0;0;0.2;0.6;0.0;0.0;0.0;0.04;0.16;Eredivisie;3;0.76;0.25;85.1;93.4;90.4;50.0;-0.6;2.0;1.4;0.6;3.6;2.4;68.6;0.0;0;1.53;0.00;55.6;0.80;8.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;50.4;59.2;14.2;32.2;3.8;987.4;332.0;0.06;0.6;4.4;0.2;0.0;5.2;1.66;5.0;1.2;2.2;1.0;-8.100000000000001;-1.6199999999999999;31
Steven Berghuis;Ajax;NED;FW,MF;32;18;1370;4;4;8;3.5;6.6;0.26;0.26;0.53;0.23;0.43;Eredivisie;55;3.61;1.18;75.1;88.3;77.0;54.7;1.4;0.72;0.78;0.22;1.44;0.56;63.67;0.94;39.5;5.52;0.92;25.0;1.83;25.6;0;0;0;0;0;0;0.0;0;0.0;0.0;4.5;0.5;40.44;53.89;19.28;13.78;5.78;722.61;254.67;0.42;2.11;3.89;3.67;0.67;7.22;1.42;3.22;0.67;0.78;0.11;-22.1;-1.19;31
Steven Bergwijn;Ajax;NED;FW,MF;26;22;1778;9;4;4;9.3;6.3;0.46;0.2;0.2;0.47;0.32;Eredivisie;52;2.63;1.01;85.4;90.5;87.9;52.8;-2.3;0.5;0.5;0.18;0.91;0.27;49.05;1.59;46.7;4.65;0.51;43.5;1.77;31.9;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-0.3000000000000007;33.18;38.86;19.41;11.55;0.86;459.41;107.55;0.3;2.18;2.09;2.14;0.18;4.5;1.45;3.36;0.59;0.95;0.45;-22.599999999999998;-0.98;31
Brian Brobbey;Ajax;NED;FW;22;28;2225;18;18;7;18.7;5.8;0.73;0.73;0.28;0.75;0.24;Eredivisie;77;3.11;1.58;78.9;85.6;75.9;81.3;1.2;0.14;0.54;0.0;0.25;0.86;27.11;0.96;50.9;3.52;0.57;64.6;1.61;40.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.17;-0.6999999999999993;13.61;17.25;8.93;3.14;0.46;167.75;19.5;0.2;1.46;0.39;0.5;0.0;1.07;1.44;1.25;0.93;1.71;2.21;-21.599999999999998;-0.69;31
Branco van den Boomen;Ajax;NED;MF;28;20;1060;2;2;1;0.9;2.2;0.17;0.17;0.08;0.07;0.18;Eredivisie;19;1.61;0.51;78.8;89.6;86.5;61.7;-1.2;0.55;1.0;0.35;1.35;0.4;51.65;0.25;41.7;4.67;0.25;46.2;1.35;21.2;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;1.1;36.65;46.5;12.55;16.4;7.1;785.0;261.7;0.11;1.5;7.2;0.55;0.3;6.7;1.06;3.5;0.5;0.3;0.3;-20.3;-0.99;31
Kian Fitz-Jim;Ajax;NED;MF,FW;20;2;41;0;0;0;0.1;0.3;0.0;0.0;0.0;0.13;0.75;Eredivisie;2;4.39;0.00;80.0;93.8;66.7;0.0;-0.3;0.5;0.0;0.0;0.5;0.0;14.5;0.0;0.0;8.57;0.00;0;2.00;0.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;10.0;12.5;7.5;2.0;0.0;116.0;39.5;0.1;2.0;0.0;0.5;0.0;0.5;0.3;1.5;0.0;0.5;0.0;-0.5;-0.16999999999999998;31
Carlos Forbs;Ajax;POR;FW;20;21;829;2;2;3;2.1;2.1;0.22;0.22;0.33;0.23;0.23;Eredivisie;19;2.06;0.76;72.6;81.0;79.3;23.5;0.9;0.57;0.67;0.1;1.0;0.33;21.71;0.9;45.2;3.80;0.54;0.0;1.62;19.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.5;-0.10000000000000009;10.71;14.76;6.9;3.29;0.19;147.48;39.1;0.11;0.81;0.14;0.95;0.24;1.57;0.91;1.76;0.29;0.43;0.0;-17.0;-0.68;31
Anton Gaaei;Ajax;DEN;DF;21;23;1059;1;1;1;0.4;3.7;0.08;0.08;0.08;0.03;0.31;Eredivisie;9;0.76;0.42;76.0;85.6;79.1;51.7;-2.7;0.57;0.52;0.78;1.83;1.04;39.13;0.52;57.1;3.40;0.34;43.2;1.39;21.7;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;0.6;25.3;33.3;11.87;11.17;2.0;438.0;134.09;0.16;0.96;2.04;1.13;0.43;2.43;0.94;3.26;0.35;0.26;0.7;-21.3;-0.9099999999999999;31
Mika Godts;Ajax;BEL;MF,FW;18;12;560;0;0;2;0.4;0.6;0.0;0.0;0.32;0.06;0.1;Eredivisie;6;0.96;0.64;73.7;83.2;76.5;54.2;1.4;0.42;0.5;0.08;0.92;0.25;27.92;1.58;45.2;2.09;0.48;33.3;1.67;10.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;15.17;20.58;8.67;5.17;1.08;240.67;43.42;0.12;0.5;1.25;0.92;0.08;1.83;0.86;2.08;0.08;0.5;0.08;-9.9;-0.8;31
Tristan Gooijer;Ajax;NED;DF,MF;19;9;570;0;0;1;0.2;0.3;0.0;0.0;0.16;0.03;0.05;Eredivisie;4;0.63;0.16;86.4;93.7;85.6;42.9;0.7;1.89;0.56;0.44;3.56;1.56;50.0;1.22;61.1;1.11;0.32;57.1;1.78;8.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;36.0;41.67;21.56;11.89;1.33;521.89;114.89;0.1;0.56;2.44;0.56;0.0;3.0;0.97;3.78;0.67;0.33;0.44;-8.5;-0.94;31
Jay Gorter;Ajax;NED;GK;23;8;665;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Eredivisie;0;0.00;0.00;79.3;100.0;100.0;44.6;0.0;0.0;0.12;0.0;0.0;0.5;40.0;0.0;0;0.00;0.00;0;1.00;13.1;0;13.8;0.41;-3.2;17;2.30;51.4;14.3;4.38;2.06;0.0;0.0;30.25;38.12;10.75;13.25;6.25;709.88;506.88;0.0;0.0;0.38;0.0;0.0;0.25;1.64;1.38;0.0;0.12;0.0;-13.1;-1.64;31
Jorrel Hato;Ajax;NED;DF;18;32;2871;1;1;2;1.0;1.3;0.03;0.03;0.06;0.03;0.04;Eredivisie;12;0.38;0.19;91.9;94.7;94.5;67.7;0.7;1.22;1.56;1.34;3.41;2.59;93.34;0.75;55.8;1.66;0.19;53.5;1.63;50.6;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;0.0;75.88;82.59;30.22;40.66;3.53;1308.5;417.28;0.07;0.47;5.34;0.31;0.0;4.88;1.58;5.72;0.31;0.34;2.38;-49.6;-1.55;31
Jordan Henderson;Ajax;ENG;MF,DF;33;7;594;0;0;3;0.2;1.2;0.0;0.0;0.45;0.02;0.19;Eredivisie;5;0.76;0.45;85.7;94.6;89.6;61.2;1.8;0.0;2.14;0.43;1.71;1.14;91.0;0.57;44.4;3.79;0.45;83.3;1.43;9.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;70.29;82.0;32.29;29.43;7.43;1240.0;419.29;0.3;2.29;8.86;2.29;0.57;8.14;1.37;4.71;1.0;0.43;0.71;-9.4;-1.35;31
Ahmetcan Kaplan;Ajax;TUR;DF;21;9;764;0;0;0;0.1;0.1;0.0;0.0;0.0;0.01;0.01;Eredivisie;3;0.35;0.00;90.0;92.3;95.1;68.1;-0.1;1.22;1.22;1.0;2.67;3.33;83.11;0.56;71.4;1.06;0.24;62.7;1.44;11.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;66.11;73.44;23.89;36.33;5.44;1230.56;469.22;0.02;0.33;5.22;0.0;0.0;4.89;1.24;5.33;1.33;1.0;3.56;-11.1;-1.23;31
Davy Klaassen;Ajax;NED;MF;31;2;61;1;1;0;0.5;0.0;1.48;1.48;0.0;0.79;0.05;Eredivisie;3;4.43;4.43;70.6;70.0;83.3;0;0.0;0.0;0.0;0.5;0.5;0.0;12.5;0.5;100.0;5.90;0.00;0;2.00;0.3;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.5;6.0;8.5;3.5;2.5;0.0;83.0;25.0;0.05;0.5;1.5;0.5;0.0;1.0;0.15;1.0;0.0;0.0;0.0;0.2;0.64;31
Sivert Mannsverk;Ajax;NOR;MF,DF;21;11;779;0;0;0;0.3;0.3;0.0;0.0;0.0;0.03;0.03;Eredivisie;5;0.58;0.23;89.8;93.7;93.8;65.9;-0.3;0.64;0.64;0.64;1.45;1.45;57.73;0.55;60.0;1.85;0.23;57.1;1.45;11.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;45.55;50.73;22.82;19.18;2.64;734.45;207.45;0.08;0.55;4.09;0.45;0.0;4.55;1.06;3.64;0.91;0.82;1.45;-11.399999999999999;-1.03;31
Ar'jany Martha;Ajax;NED;DF,FW;20;9;699;0;0;1;0.1;1.4;0.0;0.0;0.13;0.01;0.19;Eredivisie;2;0.26;0.13;82.2;91.1;78.4;56.8;-0.4;1.33;1.0;1.22;4.0;1.78;68.0;1.56;58.3;3.10;0.26;42.9;2.56;9.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;46.22;56.22;27.44;14.89;2.78;695.33;215.22;0.13;1.33;3.0;1.11;0.33;4.11;1.04;6.33;0.44;0.56;0.67;-9.3;-1.03;31
Jakov Medić;Ajax;CRO;DF;25;6;336;1;1;0;0.1;0.0;0.27;0.27;0.0;0.03;0.0;Eredivisie;3;0.80;0.54;93.0;94.3;96.7;68.0;0.0;0.33;0.67;0.33;0.83;1.33;56.0;0.17;33.3;0.27;0.00;62.5;2.17;6.5;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.9;46.33;49.83;13.83;29.5;2.83;869.5;292.67;0.02;0.0;3.5;0.0;0.0;3.5;1.08;4.0;0.33;0.67;0.83;-6.4;-1.05;31
Georges Mikautadze;Ajax;GEO;MF,FW;23;6;236;0;0;0;0.4;0.1;0.0;0.0;0.0;0.15;0.04;Eredivisie;6;2.29;0.76;67.6;78.8;73.1;37.5;-0.1;0.0;0.17;0.0;0.17;0.33;18.5;0.83;27.8;0.76;0.00;33.3;0.83;4.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;8.33;12.33;4.33;3.17;0.5;128.83;24.0;0.02;0.17;0.33;0.17;0.0;1.17;0.77;2.0;0.17;0.67;0.17;-4.199999999999999;-0.62;31
Kudus Mohammed;Ajax;GHA;FW,MF;23;2;180;1;1;1;1.1;0.5;0.5;0.5;0.5;0.57;0.24;Eredivisie;9;4.50;1.50;75.7;88.2;86.4;50.0;0.5;1.0;2.0;0.5;1.5;1.5;52.0;6.0;70.6;5.50;1.00;33.3;2.00;2.4;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;-0.10000000000000009;26.5;35.0;15.0;9.5;1.5;404.0;80.0;0.75;2.0;1.5;1.0;0.5;2.5;1.2;4.5;1.0;1.5;0.5;-1.2999999999999998;-0.63;31
Kristian Nökkvi Hlynsson;Ajax;ISL;MF,FW;20;25;1765;7;7;1;5.4;2.8;0.36;0.36;0.05;0.28;0.14;Eredivisie;42;2.14;1.12;80.0;87.0;80.3;31.0;-1.8;0.52;0.52;0.2;1.0;0.64;37.0;0.36;31.0;2.50;0.20;33.3;1.68;28.6;0;0;0;0;0;0;0.0;0;0.0;0.0;3.14;1.5999999999999996;23.16;28.96;15.0;6.84;0.36;299.28;58.2;0.11;0.6;1.04;0.88;0.08;2.8;1.14;3.36;0.8;1.0;0.32;-23.200000000000003;-0.8599999999999999;31
Diant Ramaj;Ajax;GER;GK;22;22;1824;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Eredivisie;0;0.00;0.00;75.9;98.9;95.7;53.4;0.0;0.0;0.0;0.0;0.0;0.32;48.05;0.0;0;0.25;0.00;72.7;1.82;30.4;1;32.4;0.33;+1.4;32;1.58;68.7;15.0;4.5;3.09;0.0;0.0;34.86;45.91;8.0;15.05;11.64;922.18;652.82;0.0;0.0;0.55;0.0;0.0;0.05;1.38;1.59;0.0;0.09;0.36;-30.4;-1.38;31
Devyne Rensch;Ajax;NED;DF;21;26;2047;2;2;4;1.0;2.0;0.09;0.09;0.18;0.05;0.09;Eredivisie;8;0.35;0.22;89.5;91.1;94.7;68.2;2.0;1.08;0.77;1.15;2.77;1.85;68.27;0.46;40.0;1.93;0.53;51.4;1.81;33.0;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;1.0;54.69;61.12;23.5;27.0;3.38;937.62;277.81;0.1;0.42;3.96;0.73;0.04;4.46;1.27;3.88;0.54;0.92;0.73;-32.0;-1.22;31
Julian Rijkhoff;Ajax;NED;FW,MF;19;8;70;0;0;0;0.3;0.0;0.0;0.0;0.0;0.39;0.0;Eredivisie;5;6.43;2.57;72.4;76.5;100.0;0;0.0;0.12;0.0;0.12;0.38;0.0;5.12;0.12;100.0;2.61;0.00;33.3;1.25;1.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;2.62;3.62;1.62;0.88;0.0;33.0;6.38;0.0;0.0;0.25;0.0;0.0;0.25;0.21;0.38;0.12;0.12;0.25;-1.4;0.18000000000000002;31
Gerónimo Rulli;Ajax;ARG;GK;31;5;391;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Eredivisie;0;0.00;0.00;78.2;100.0;93.5;56.0;0.0;0.0;0.0;0.0;0.0;0.6;51.2;0.0;0;0.23;0.00;100.0;2.00;7.0;0;8.8;0.33;-1.2;10;2.30;62.5;0.0;4.8;2.4;0.0;0.0;37.4;47.8;8.8;17.4;11.2;980.6;726.2;0.0;0.0;0.8;0.0;0.0;0.0;1.4;0.8;0.0;0.4;0.4;-7.0;-1.4;31
Anass Salah-Eddine;Ajax;NED;DF;22;6;192;0;0;1;0.1;0.5;0.0;0.0;0.47;0.03;0.25;Eredivisie;2;0.94;0.00;85.4;94.6;81.6;38.5;0.5;0.5;0.67;0.17;0.83;0.83;31.5;0.33;28.6;5.60;1.40;50.0;1.67;2.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;22.33;26.17;14.67;6.67;0.83;316.83;98.67;0.12;1.0;1.67;1.5;0.17;2.83;0.45;2.33;0.83;0.33;0.17;-2.6;-0.42000000000000004;31
Borna Sosa;Ajax;CRO;DF;26;16;848;0;0;4;0.1;1.4;0.0;0.0;0.42;0.02;0.15;Eredivisie;4;0.42;0.11;79.7;90.7;83.2;51.1;2.6;0.88;0.81;1.0;2.38;1.19;45.25;0.75;63.2;2.54;0.53;56.3;1.44;15.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;31.5;39.5;14.56;13.62;2.88;547.31;165.38;0.12;0.88;2.88;0.94;0.62;3.06;0.96;2.81;0.25;0.25;0.56;-15.3;-0.94;31
Josip Šutalo;Ajax;CRO;DF;24;21;1800;0;0;0;0.8;0.2;0.0;0.0;0.0;0.04;0.01;Eredivisie;10;0.50;0.15;91.4;93.5;94.9;66.7;-0.2;0.48;1.05;1.57;2.71;3.76;85.81;0.67;58.3;0.85;0.05;57.0;1.48;33.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;68.9;75.43;26.81;37.38;3.81;1210.48;383.19;0.02;0.24;3.24;0.05;0.0;3.0;1.6;6.95;0.52;0.67;2.52;-32.7;-1.56;31
Benjamin Tahirovic;Ajax;BIH;MF;21;24;1634;2;2;4;1.1;1.7;0.11;0.11;0.22;0.06;0.09;Eredivisie;18;0.99;0.22;88.4;93.9;92.3;71.5;2.3;1.0;0.96;1.08;2.5;0.83;53.0;0.42;45.5;1.98;0.50;47.6;1.75;27.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.8999999999999999;40.12;45.38;17.25;18.5;3.88;722.5;191.04;0.08;0.67;4.54;0.88;0.0;4.0;1.16;5.33;1.17;0.75;0.42;-26.799999999999997;-1.0999999999999999;31
Kenneth Taylor;Ajax;NED;MF,DF;21;32;2578;5;5;5;5.2;4.2;0.17;0.17;0.17;0.18;0.15;Eredivisie;50;1.75;0.63;81.1;87.3;84.5;56.0;0.8;0.59;1.12;0.75;1.81;0.91;52.31;0.62;51.3;3.00;0.35;51.1;1.63;43.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.6;-0.20000000000000018;35.44;43.69;19.06;13.09;2.03;550.0;175.53;0.17;1.12;4.03;1.31;0.03;5.69;1.35;4.06;0.84;0.84;0.72;-37.9;-1.1700000000000002;31
Amourrichio Van Axel Dongen;Ajax;NED;FW;19;3;55;0;0;0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;Eredivisie;1;1.64;0.00;60.0;100.0;33.3;50.0;0.0;0.0;0.67;0.33;0.67;0.0;6.33;0.33;33.3;1.64;0.00;0;1.00;0.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;2.0;3.33;0.67;0.33;0.67;45.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;1.33;0.67;0.33;0.0;-0.2;-0.05;31
Silvano Vos;Ajax;NED;MF;19;11;351;0;0;0;0.2;0.1;0.0;0.0;0.0;0.04;0.01;Eredivisie;3;0.77;0.51;92.8;96.4;93.3;50.0;-0.1;0.45;0.73;1.09;1.64;0.18;19.36;0.18;33.3;1.54;0.00;83.3;1.73;7.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;14.09;15.18;7.27;6.36;0.36;222.0;30.64;0.01;0.09;0.55;0.09;0.0;0.73;0.65;1.64;0.45;0.27;0.45;-6.8999999999999995;-0.61;31
Owen Wijndal;Ajax;NED;DF;24;2;47;0;0;0;0.0;0.4;0.0;0.0;0.0;0.0;0.82;Eredivisie;0;0.00;0.00;83.0;95.2;88.0;66.7;-0.4;0.5;0.0;0.5;1.5;0.0;29.0;0.0;0.0;9.57;0.00;100.0;2.00;1.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;22.0;26.5;10.0;11.0;1.0;375.5;126.5;0.1;1.0;1.0;1.0;0.5;2.0;0.5;3.0;0.0;0.0;1.0;-1.0;-0.5;31
Hamdi Akujobi;Almere City;NED;DF,FW;24;21;1377;0;0;2;0.9;1.3;0.0;0.0;0.13;0.06;0.09;Eredivisie;12;0.78;0.00;64.1;86.2;60.1;33.3;0.7;1.24;1.52;0.71;2.43;1.57;39.14;0.33;29.2;1.90;0.26;43.8;0.95;26.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.9;18.9;29.48;9.52;6.95;1.71;311.95;122.29;0.09;0.62;1.52;0.67;0.29;2.1;1.27;4.05;1.19;0.71;0.67;-25.8;-1.21;31
Nordin Bakker;Almere City;NED;GK;26;27;2416;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Eredivisie;0;0.00;0.00;43.7;96.3;97.4;34.9;0.0;0.07;0.0;0.0;0.07;0.56;40.3;0.0;0;0.22;0.00;100.0;1.11;44.1;1;49.2;0.31;+4.2;46;1.71;71.1;33.3;5.52;3.24;0.0;0.0;16.26;37.19;0.96;4.19;11.07;725.0;657.85;0.01;0.0;2.07;0.07;0.0;0.0;1.63;1.78;0.0;0.04;0.37;-44.1;-1.63;31
Théo Barbet;Almere City;FRA;DF;23;27;1719;0;0;1;0.6;1.3;0.0;0.0;0.05;0.03;0.07;Eredivisie;7;0.37;0.05;71.4;80.8;80.9;44.4;-0.3;0.41;0.85;0.85;1.67;2.81;34.78;0.26;58.3;0.79;0.05;48.0;1.04;28.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;19.37;27.15;7.19;9.26;2.52;377.15;178.37;0.06;0.3;2.37;0.15;0.0;2.0;1.04;4.07;0.74;0.89;1.33;-27.599999999999998;-1.01;31
Damian van Bruggen;Almere City;NED;DF;28;29;2320;0;0;0;0.4;0.6;0.0;0.0;0.0;0.01;0.02;Eredivisie;8;0.31;0.00;70.7;72.6;84.3;41.1;-0.6;0.55;1.0;1.83;2.72;3.9;35.76;0.07;100.0;0.66;0.00;50.6;1.03;43.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;18.76;26.52;4.66;11.45;2.48;405.62;147.66;0.01;0.14;1.21;0.07;0.0;1.69;1.49;3.79;1.38;0.1;2.93;-42.9;-1.48;31
Yoann Cathline;Almere City;FRA;DF,FW;21;27;1700;4;4;2;2.8;1.6;0.21;0.21;0.11;0.15;0.09;Eredivisie;35;1.85;0.85;64.0;77.7;70.2;39.7;0.4;0.85;0.52;0.33;1.37;0.3;31.48;2.11;45.2;2.64;0.26;14.3;1.22;26.5;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;1.2000000000000002;13.04;20.37;7.48;3.93;0.93;191.74;63.3;0.07;0.7;1.0;0.74;0.33;1.56;0.98;4.78;0.22;1.19;0.07;-23.7;-0.83;31
Milan Corryn;Almere City;BEL;MF,FW;25;7;160;0;0;1;0.1;0.3;0.0;0.0;0.56;0.08;0.16;Eredivisie;2;1.13;0.00;62.7;80.0;55.6;0.0;0.7;0.43;0.57;0.43;1.0;0.43;13.29;0.29;33.3;2.25;0.00;50.0;0.86;3.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;5.29;8.43;3.43;1.43;0.0;66.43;15.29;0.07;0.57;0.71;0.14;0.0;0.71;0.5;1.86;0.43;0.29;0.43;-3.4;-0.42;31
Lance Duijvestijn;Almere City;NED;MF,FW;25;14;450;0;0;2;0.6;1.6;0.0;0.0;0.4;0.11;0.31;Eredivisie;9;1.80;0.60;74.4;78.4;82.8;60.0;0.4;0.21;0.36;0.21;0.57;0.14;19.0;0.29;28.6;3.60;1.00;33.3;0.93;12.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;10.79;14.5;5.71;3.79;0.86;173.07;57.79;0.06;0.71;1.07;0.86;0.07;1.93;0.91;2.64;0.64;0.29;0.36;-12.200000000000001;-0.8;31
Marcelencio Esajas;Almere City;NED;MF,FW;21;1;34;0;0;1;0.0;0.0;0.0;0.0;2.65;0.0;0.12;Eredivisie;0;0.00;0.00;66.7;66.7;66.7;0;1.0;1.0;0.0;0.0;1.0;0.0;14.0;0.0;0;2.65;2.65;0;0.00;0.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;8.0;12.0;6.0;2.0;0.0;114.0;33.0;0.0;1.0;1.0;0.0;0.0;0.0;0.8;1.0;1.0;0.0;0.0;-0.8;-0.8;31
Sherel Floranus;Almere City;CUW;DF;25;27;2349;0;0;1;0.1;1.5;0.0;0.0;0.04;0.01;0.06;Eredivisie;6;0.23;0.00;69.4;84.2;69.0;46.4;-0.5;1.22;1.3;1.41;3.33;2.67;53.67;0.44;50.0;1.03;0.04;53.4;0.93;42.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;30.11;43.41;13.81;11.96;3.59;531.0;235.93;0.07;0.44;1.74;0.67;0.33;2.59;1.59;5.56;1.33;0.37;1.44;-42.8;-1.58;31
Kornelius Hansen;Almere City;NOR;FW;23;24;1240;4;4;1;3.8;1.6;0.29;0.29;0.07;0.27;0.12;Eredivisie;35;2.54;1.16;61.8;75.4;59.4;43.8;-0.6;0.12;0.5;0.04;0.5;0.29;19.25;0.92;44.9;3.12;0.29;25.0;1.29;21.1;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;0.20000000000000018;7.08;11.46;4.46;1.58;0.29;85.96;25.25;0.05;0.58;0.42;0.54;0.08;1.38;0.88;1.62;0.21;0.79;0.75;-17.3;-0.61;31
Joey Jacobs;Almere City;NED;DF;24;25;1783;2;2;0;1.9;0.5;0.1;0.1;0.0;0.09;0.03;Eredivisie;17;0.86;0.25;57.7;73.4;63.7;33.0;-0.5;1.24;0.68;1.04;3.04;2.52;40.56;0.08;40.0;1.11;0.05;60.8;1.08;30.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.10000000000000009;18.6;32.24;6.96;9.0;2.4;357.8;183.68;0.02;0.4;2.4;0.32;0.12;3.68;1.2;3.32;1.36;0.24;1.92;-28.200000000000003;-1.1099999999999999;31
Jochem van de Kamp;Almere City;NED;DF,MF;20;28;1756;2;2;1;1.9;1.9;0.1;0.1;0.05;0.1;0.1;Eredivisie;15;0.77;0.36;70.2;80.0;70.7;52.4;-0.9;1.07;0.75;1.07;2.71;1.11;30.43;0.68;67.9;2.46;0.26;48.1;0.96;28.3;0;0;0;0;0;0;0.0;0;0.0;0.0;3.5;0.10000000000000009;16.29;23.21;9.0;5.25;1.18;244.43;77.54;0.06;0.68;1.32;0.64;0.0;2.79;1.01;4.14;0.64;0.61;0.89;-26.400000000000002;-0.91;31
Yann Kitala;Almere City;0;FW;26;15;481;2;2;0;1.0;0.2;0.37;0.37;0.0;0.2;0.05;Eredivisie;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.2;31
Peer Koopmeiners;Almere City;NED;MF;24;31;2771;0;0;9;0.6;5.7;0.0;0.0;0.29;0.02;0.19;Eredivisie;20;0.65;0.13;64.0;75.7;68.1;45.9;3.3;2.13;1.9;1.32;5.03;2.84;61.29;0.74;52.3;3.12;0.39;63.1;1.10;50.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;30.45;47.61;13.48;11.55;4.48;560.19;233.58;0.18;1.97;3.9;0.71;0.16;4.65;1.62;9.19;2.42;0.58;2.26;-49.6;-1.6;31
